locus,cluster,Condition,log2FoldChange,padj,Pathway,Protein,Process,Process.abbr,Gene.names
slr7096,2,sll1969,0.011059271190577,NA,NA,hypothetical protein,Hypothetical,Hypoth,slr7096
sll8040,2,sll1969,0.021895252901854,NA,NA,unknown protein,Unknown,Unknown,sll8040
ssl5039,2,sll1969,0.023815337971967,NA,NA,unknown protein,Unknown,Unknown,ssl5039
slr6063,2,sll1969,0.029129200470661,NA,NA,unknown protein,Unknown,Unknown,slr6063
sll7044,2,sll1969,0.036216826462444,0.934081819479197,Other,plasmid partition protein ParA homolog,Other categories,Other,sll7044
sll1532,2,sll1969,0.042409243431268,0.917098278707033,NA,hypothetical protein,Hypothetical,Hypoth,sll1532
ssr7017,2,sll1969,0.043378859952677,NA,Other,CRISPR-associated endoribonuclease Cas2 1,NA,NA,NA
sll7050,2,sll1969,0.053651909282626,NA,NA,unknown protein,Unknown,Unknown,sll7050
slr7100,2,sll1969,0.053991572199633,0.93014834119642,NA,unknown protein,Unknown,Unknown,slr7100
sll1308,2,sll1969,0.05784857136848,0.940700719792837,Other,probable oxidoreductase,Other categories,Other,sll1308
slr2053,2,sll1969,0.059805158818421,0.907110642618353,Other,putative hydrolase,Other categories,Other,slr2053
ndhK2,2,sll1969,0.083302487376614,0.894578843597453,NA,NA,NA,NA,NA
slr7099,2,sll1969,0.086413282150211,NA,NA,unknown protein,Unknown,Unknown,slr7099
slr7016,2,sll1969,0.088351596173113,0.87581522966253,Other,CRISPR-associated endonuclease Cas1,Other categories,Other,cas1 slr7016
ssl2982,2,sll1969,0.110372078417152,0.700045156317735,"RNA synthesis, modification, and DNA transcription",DNA-directed RNA polymerase omega subunit rpoZ,Transcription,Transcript,rpoZ ssl2982
slr1173,2,sll1969,0.124465100701811,0.826518376954891,NA,hypothetical protein,Hypothetical,Hypoth,slr1173
sll8032,2,sll1969,0.127571279965968,NA,NA,hypothetical protein,Hypothetical,Hypoth,sll8032
sll7069,2,sll1969,0.144529855517168,0.806038178118883,NA,hypothetical protein,Hypothetical,Hypoth,sll7069
slr1957,2,sll1969,0.149022213301471,0.920335419448119,NA,hypothetical protein,Hypothetical,Hypoth,slr1957
ssr5121,2,sll1969,0.167938622186391,NA,NA,hypothetical protein,Hypothetical,Hypoth,ssr5121
sll5006,2,sll1969,0.20200428432877,0.707492500545593,NA,unknown protein,Unknown,Unknown,sll5006
ssr6046,2,sll1969,0.207993902564803,0.784262502625974,NA,hypothetical protein,Hypothetical,Hypoth,ssr6046
sll0024,2,sll1969,0.263273592423313,0.72646775782615,NA,unknown protein,Unknown,Unknown,sll0024
sll0283,2,sll1969,0.285440930084721,0.82407585670361,NA,hypothetical protein,Hypothetical,Hypoth,sll0283
slr7095,2,sll1969,0.302419270249732,0.624410761992521,NA,hypothetical protein,Hypothetical,Hypoth,slr7095
sll0543,2,sll1969,0.308973410952009,0.582165813400706,NA,hypothetical protein,Hypothetical,Hypoth,sll0543
slr0889,2,sll1969,0.316117097362969,0.786380825538538,NA,putative proteinkinase,Regulatory functions,Regul,slr0889
sll0572,2,sll1969,0.347867854691759,0.76611582462886,NA,hypothetical protein,Hypothetical,Hypoth,sll0572
slr0750,2,sll1969,0.414820886036109,0.826518376954891,"Cobalamin, heme, phycobilin and porphyrin",light-independent protochlorophyllide reductase subunit ChlN,"Biosynthesis of cofactors, prosthetic groups, and carriers",Cofactors,chlN slr0750
slr7097,2,sll1969,0.419585369440244,NA,NA,hypothetical protein,Hypothetical,Hypoth,slr7097
sll8035,2,sll1969,0.44358071075939,NA,NA,hypothetical protein,Hypothetical,Hypoth,sll8035
slr0474,2,sll1969,0.452054405882774,0.700173882620779,NA,"two-component response regulator CheY subfamily,  regulator for phytochrome 1 (Cph1)",Regulatory functions,Regul,rcp1 slr0474
slr1634,2,sll1969,0.487092992443363,0.461653786480456,NA,hypothetical protein,Hypothetical,Hypoth,slr1634
slr0749,2,sll1969,0.49792377300894203,0.774239410361058,"Cobalamin, heme, phycobilin and porphyrin",light-independent protochlorophyllide reductase iron protein subunit ChlL,"Biosynthesis of cofactors, prosthetic groups, and carriers",Cofactors,chlL frxC slr0749
slr1152,2,sll1969,0.502800129397843,0.697517556318009,NA,hypothetical protein,Hypothetical,Hypoth,slr1152
sll7090,2,sll1969,0.526400220375083,0.560875377264511,NA,unknown protein,Unknown,Unknown,sll7090
slr8022,2,sll1969,0.557282126000347,NA,NA,hypothetical protein,Hypothetical,Hypoth,slr8022
sll0573,2,sll1969,0.564791883267464,0.649702285645341,Amino acids and amines,carbamate kinase,Energy metabolism,Energy,arcC sll0573
sll7085,2,sll1969,0.572992374059597,0.488464921148694,NA,unknown protein,Unknown,Unknown,sll7085
slr0888,2,sll1969,0.680949116111031,0.646744790512879,NA,hypothetical protein,Hypothetical,Hypoth,slr0888
sll7067,2,sll1969,0.681555779824627,0.416610047372678,NA,unknown protein,Unknown,Unknown,sll7067
sll7087,2,sll1969,0.737946901290749,0.460925220985353,NA,unknown protein,Unknown,Unknown,sll7087
slr7092,2,sll1969,0.745494370329375,0.460925220985353,Other,CRISPR-associated endonuclease Cas1,Other categories,Other,cas1 slr7092
slr7091,2,sll1969,0.970718106873244,NA,NA,hypothetical protein,Hypothetical,Hypoth,slr7091
sll7086,2,sll1969,0.9984985903404,NA,NA,unknown protein,Unknown,Unknown,sll7086
slr1340,2,slr1340,-2.5729525137146,5.26448877337332e-28,NA,unknown protein,Unknown,Unknown,slr1340
slr0750,2,slr1340,-2.55260606990974,0.028613024047355,"Cobalamin, heme, phycobilin and porphyrin",light-independent protochlorophyllide reductase subunit ChlN,"Biosynthesis of cofactors, prosthetic groups, and carriers",Cofactors,chlN slr0750
ssr1499,2,slr1340,-1.58653398797495,NA,NA,hypothetical protein,Hypothetical,Hypoth,ssr1499
slr1535,2,slr1340,-1.46236097822993,0.035511231316476,NA,hypothetical protein,Hypothetical,Hypoth,slr1535
slr0474,2,slr1340,-1.38522948052685,0.055318308317665,NA,"two-component response regulator CheY subfamily,  regulator for phytochrome 1 (Cph1)",Regulatory functions,Regul,rcp1 slr0474
slr5112,2,slr1340,-1.35790622905094,NA,NA,unknown protein,Unknown,Unknown,slr5112
sll1851,2,slr1340,-1.08084994914768,NA,NA,unknown protein,Unknown,Unknown,sll1851
slr0749,2,slr1340,-1.04027272296817,0.324240735325385,"Cobalamin, heme, phycobilin and porphyrin",light-independent protochlorophyllide reductase iron protein subunit ChlL,"Biosynthesis of cofactors, prosthetic groups, and carriers",Cofactors,chlL frxC slr0749
slr0889,2,slr1340,-1.03665865913761,0.150540786922664,NA,putative proteinkinase,Regulatory functions,Regul,slr0889
slr0773,2,slr1340,-1.00250442294623,0.002675993131527,NA,hypothetical protein,Hypothetical,Hypoth,slr0773
sll0024,2,slr1340,-0.98072279590291,0.03793957234289,NA,unknown protein,Unknown,Unknown,sll0024
slr1536,2,slr1340,-0.969673220396018,0.023107276191652,NA,ATP-dependent DNA helicase RecQ,"DNA replication, restriction, modification, recombination, and repair",DNArep,recQ slr1536
slr0888,2,slr1340,-0.968259064537126,0.322357544866932,NA,hypothetical protein,Hypothetical,Hypoth,slr0888
slr1152,2,slr1340,-0.950741810337118,0.258906756914901,NA,hypothetical protein,Hypothetical,Hypoth,slr1152
slr0797,2,slr1340,-0.888225076915112,0.046734931472303,NA,cobalt-transporting P-type ATPase (cobalt efflux pump) involved in cobalt tolerance,Transport and binding proteins,Transport,slr0797
sll1003,2,slr1340,-0.882682894067585,0.031103511135776,NA,two-component sensor histidine kinase,Regulatory functions,Regul,sll1003
slr6106,2,slr1340,-0.879136378051103,NA,NA,hypothetical protein,Hypothetical,Hypoth,slr6106
slr1927,2,slr1340,-0.875219005641402,0.055318308317665,NA,hypothetical protein,Hypothetical,Hypoth,slr1927
sll0573,2,slr1340,-0.874419888138615,0.298065758557765,Amino acids and amines,carbamate kinase,Energy metabolism,Energy,arcC sll0573
slr5085,2,slr1340,-0.872081809679789,NA,NA,unknown protein,Unknown,Unknown,slr5085
sll1710,2,slr1340,-0.865883070901251,NA,Transposon-related functions,putative transposase [ISY523b: 1275354 - 1276224],Other categories,Other,sll1710
slr5012,2,slr1340,-0.852773952596534,0.032682495917107,NA,hypothetical protein,Hypothetical,Hypoth,slr5012
slr5111,2,slr1340,-0.842939242022137,NA,NA,unknown protein,Unknown,Unknown,slr5111
sll1917,2,slr1340,-0.831084084662948,0.074295420872405,"Cobalamin, heme, phycobilin and porphyrin","coproporphyrinogen III oxidase, anaerobic (oxygen-independent)","Biosynthesis of cofactors, prosthetic groups, and carriers",Cofactors,sll1917
slr2132,2,slr1340,-0.80982774801107,0.268666357193026,Pyruvate and acetyl-CoA metabolism,phosphotransacetylase,Energy metabolism,Energy,pta slr2132
slr0955,2,slr1340,-0.806104509326538,0.023107276191652,Aminoacyl tRNA synthetases and tRNA modification,probable tRNA/rRNA methyltransferase,Translation,Translat,slr0955
sll1584,2,slr1340,-0.805103837320208,0.021940030057301,Soluble electron carriers,ferredoxin like protein,Photosynthesis and respiration,Photosynth,sll1584
sll0474,2,slr1340,-0.801187744682745,NA,NA,two-component hybrid sensor and regulator,Regulatory functions,Regul,sll0474
sll1240,2,slr1340,-0.788671650388149,NA,NA,unknown protein,Unknown,Unknown,sll1240
ssl5098,2,slr1340,-0.787261155529783,NA,NA,unknown protein,Unknown,Unknown,ssl5098
slr1958,2,slr1340,-0.763693237343951,0.312180365368307,NA,unknown protein,Unknown,Unknown,slr1958
sll0283,2,slr1340,-0.756684982045559,0.344103946768933,NA,hypothetical protein,Hypothetical,Hypoth,sll0283
slr0199,2,slr1340,-0.754148457523514,0.105698558703729,Aromatic amino acid family,"putative glutamine amidotransferase, ergothioneine biosynthesis",Amino acid biosynthesis,AminoAcids,slr0199
slr0868,2,slr1340,-0.75225024825747,NA,NA,unknown protein,Unknown,Unknown,slr0868
sll0825,2,slr1340,-0.744503972950928,0.121170269140575,Ribosomal proteins: synthesis and modification,polyA polymerase,Translation,Translat,sll0825
sll1469,2,slr1340,-0.727050796562195,0.070025336235867,NA,hypothetical protein,Hypothetical,Hypoth,sll1469
slr0755,2,slr1340,-0.720841350426523,0.344103946768933,NA,hypothetical protein,Hypothetical,Hypoth,slr0755
slr5022,2,slr1340,-0.714025575697752,0.047965043954639,Other,probable aminotransferase,Other categories,Other,slr5022
slr1547,2,slr1340,-0.694450238125858,0.04872843663184,NA,hypothetical protein,Hypothetical,Hypoth,slr1547
slr1262,2,slr1340,-0.692781554936133,0.046734931472303,NA,hypothetical protein,Hypothetical,Hypoth,slr1262
sll1319,2,slr1340,-0.686068179654559,NA,NA,uncharacterized transporter,Transport and binding proteins,Transport,sll1319
slr5013,2,slr1340,-0.681826248200885,0.03793957234289,NA,unknown protein,Unknown,Unknown,slr5013
slr1974,2,slr1340,-0.663405797949924,0.025677200985788,Other,GTP binding protein,Other categories,Other,der engA slr1974
sll5028,2,slr1340,-0.658299121728857,0.177750088113506,NA,hypothetical protein,Hypothetical,Hypoth,sll5028
sll1830,2,slr1340,-0.647382889080632,0.023891995368561,NA,unknown protein,Unknown,Unknown,sll1830
slr0108,2,slr1340,-0.645790498229944,0.159142793185991,NA,unknown protein,Unknown,Unknown,slr0108
sll0846,2,slr1340,-0.639669988849231,0.167464307653326,NA,hypothetical protein,Hypothetical,Hypoth,sll0846
slr2121,2,slr1340,-0.63712286716689,0.061291908351029,Glycolate pathway,TSPO translocator protein,Energy metabolism,Energy,TSPO slr2121
slr1634,2,slr1340,-0.601407137126121,0.150540786922664,NA,hypothetical protein,Hypothetical,Hypoth,slr1634
slr2118,2,slr1340,-0.60053909180687,NA,NA,unknown protein,Unknown,Unknown,slr2118
sll5063,2,slr1340,-0.586961112900492,0.140131430857823,NA,unknown protein,Unknown,Unknown,sll5063
sll0864,2,slr1340,-0.57947213665625,NA,NA,hypothetical protein,Hypothetical,Hypoth,sll0864
sll0494,2,slr1340,-0.574654302946812,NA,NA,unknown protein,Unknown,Unknown,sll0494
ssr6046,2,slr1340,-0.571963329052288,0.239338092677852,NA,hypothetical protein,Hypothetical,Hypoth,ssr6046
sll0572,2,slr1340,-0.565281754487587,0.43660499067981,NA,hypothetical protein,Hypothetical,Hypoth,sll0572
sll0792,2,slr1340,-0.5605154772868,NA,NA,Zinc-responsive repressor ZiaR,Regulatory functions,Regul,ziaR smtB sll0792
slr5053,2,slr1340,-0.55794830780824,NA,NA,unknown protein,Unknown,Unknown,slr5053
slr2077,2,slr1340,-0.557338223269166,0.041498095625005,NA,"probable ABC transporter, periplasmic binding protein",Transport and binding proteins,Transport,slr2077
sll0181,2,slr1340,-0.557004760070356,0.081286821650052,NA,unknown protein,Unknown,Unknown,sll0181
ssr5074,2,slr1340,-0.556149316714637,NA,NA,unknown protein,Unknown,Unknown,ssr5074
slr1957,2,slr1340,-0.543055735112678,0.518537889879722,NA,hypothetical protein,Hypothetical,Hypoth,slr1957
sll0360,2,slr1340,-0.536251222848486,0.097567992340434,NA,hypothetical protein,Hypothetical,Hypoth,sll0360
ssr1258,2,slr1340,-0.522344147031732,NA,NA,hypothetical protein,Hypothetical,Hypoth,ssr1258
sll5062,2,slr1340,-0.516123841321735,NA,NA,unknown protein,Unknown,Unknown,sll5062
slr2053,2,slr1340,-0.507072430479434,0.063704974394448,Other,putative hydrolase,Other categories,Other,slr2053
sll0793,2,slr1340,-0.496788043555968,NA,NA,hypothetical protein,Hypothetical,Hypoth,sll0793
slr1025,2,slr1340,-0.484795853692236,NA,NA,hypothetical protein,Hypothetical,Hypoth,slr1025
slr0321,2,slr1340,-0.47908598870422,0.172375180797114,NA,GTP-binding protein ERA homolog,Regulatory functions,Regul,era slr0321
sll0848,2,slr1340,-0.478774167037976,0.18003452090809,NA,chromosomal replication initiator protein DnaA,"DNA replication, restriction, modification, recombination, and repair",DNArep,dnaA sll0848
sll7067,2,slr1340,-0.478062583137276,0.380379328918502,NA,unknown protein,Unknown,Unknown,sll7067
slr1261,2,slr1340,-0.476035891557664,0.222883939217755,NA,hypothetical protein,Hypothetical,Hypoth,slr1261
sll1611,2,slr1340,-0.468127893377261,0.262318954263002,NA,unknown protein,Unknown,Unknown,sll1611
slr0272,2,slr1340,-0.467581809127629,NA,NA,unknown protein,Unknown,Unknown,slr0272
slr0231,2,slr1340,-0.463482547709766,NA,Other,probable DNA-3-methyladenine glycosylase,Other categories,Other,slr0231
slr0640,2,slr1340,-0.455773147512553,0.055318308317665,NA,two-component sensor histidine kinase,Regulatory functions,Regul,slr0640
sll1231,2,slr1340,-0.439067763983372,0.243648362274312,Sugars,mannosyltransferase,Energy metabolism,Energy,sll1231
slr0142,2,slr1340,-0.437794021432519,NA,NA,hypothetical protein,Hypothetical,Hypoth,slr0142
slr1163,2,slr1340,-0.432417988617146,0.032682495917107,NA,unknown protein,Unknown,Unknown,slr1163
slr1260,2,slr1340,-0.413697356006685,0.239702278603053,NA,hypothetical protein,Hypothetical,Hypoth,slr1260
sll5047,2,slr1340,-0.400314850545611,0.093374258055372,NA,polysaccharide transmembrane transporter Wzy,Transport and binding proteins,Transport,sll5047
sll0686,2,slr1340,-0.394904103404465,NA,Other,probable cytochrome c-type biogenesis protein,Other categories,Other,sll0686
ssr2848,2,slr1340,-0.388418585992417,NA,NA,unknown protein,Unknown,Unknown,ssr2848
slr1827,2,slr1340,-0.385178820335973,0.292780543000074,NA,hypothetical protein,Hypothetical,Hypoth,slr1827
ssr5019,2,slr1340,-0.384543127258974,NA,NA,hypothetical protein,Hypothetical,Hypoth,ssr5019
slr1222,2,slr1340,-0.38046868954505,0.262318954263002,NA,unknown protein,Unknown,Unknown,slr1222
slr0572,2,slr1340,-0.380258694117903,NA,NA,unknown protein,Unknown,Unknown,slr0572
slr7052,2,slr1340,-0.371297590681818,NA,NA,unknown protein,Unknown,Unknown,slr7052
slr1285,2,slr1340,-0.36469705738494,0.456967799271457,NA,two-component sensor histidine kinase,Regulatory functions,Regul,slr1285
slr7098,2,slr1340,-0.363299852299241,NA,NA,unknown protein,Unknown,Unknown,slr7098
sll0924,2,slr1340,-0.360551281072178,0.137199813216684,NA,hypothetical protein,Hypothetical,Hypoth,sll0924
slr7097,2,slr1340,-0.360229863671229,NA,NA,hypothetical protein,Hypothetical,Hypoth,slr7097
sll0378,2,slr1340,-0.356904083713542,0.539866009030242,"Cobalamin, heme, phycobilin and porphyrin",uroporphyrin-III C-methyltransferase,"Biosynthesis of cofactors, prosthetic groups, and carriers",Cofactors,cobA sll0378
slr1074,2,slr1340,-0.35365570880468,0.24234354882113401,NA,polysaccharide transmembrane transporter Wzy,Transport and binding proteins,Transport,slr1074
sll1095,2,slr1340,-0.350466233545049,0.255441054309094,NA,hypothetical protein,Hypothetical,Hypoth,sll1095
slr1173,2,slr1340,-0.349063135346292,0.322591914260644,NA,hypothetical protein,Hypothetical,Hypoth,slr1173
sll5046,2,slr1340,-0.337772154328961,0.229919107182279,NA,unknown protein,Unknown,Unknown,sll5046
slr1862,2,slr1340,-0.337693814517232,NA,NA,unknown protein,Unknown,Unknown,slr1862
slr1591,2,slr1340,-0.334845037894642,0.195830733135367,NA,hypothetical protein,Hypothetical,Hypoth,slr1591
slr0813,2,slr1340,-0.331108242228946,0.401024003360977,NA,yidC YidC/Oxa1 family membrane protein insertase,"Fatty acid, phospholipid and sterol metabolism",FattyAcids,yidC slr0813
ssr7093,2,slr1340,-0.328555607428761,NA,Other,CRISPR-associated endoribonuclease Cas2 3,Other categories,Other,cas2-3 ssr7093
slr0639,2,slr1340,-0.327946462865463,0.502747798444511,NA,mechanosensitive ion channel homolog,Transport and binding proteins,Transport,slr0639
ssl7042,2,slr1340,-0.322509267684356,NA,NA,hypothetical protein,Hypothetical,Hypoth,ssl7042
sll0085,2,slr1340,-0.3202172210084,0.27302738139218,NA,unknown protein,Unknown,Unknown,sll0085
slr1259,2,slr1340,-0.314456953980859,0.300658117762559,NA,hypothetical protein,Hypothetical,Hypoth,slr1259
sll5003,2,slr1340,-0.303940735275271,NA,NA,hypothetical protein,Hypothetical,Hypoth,sll5003
sll1318,2,slr1340,-0.303089516701773,0.517110180526457,NA,hypothetical protein,Hypothetical,Hypoth,sll1318
sll1900,2,slr1340,-0.301333702981185,0.312627964240382,Other,acetyltransferase,Other categories,Other,sll1900
sll0644,2,slr1340,-0.299685053201239,0.243433503998568,Other,probable esterase,Other categories,Other,sll0644
sll7090,2,slr1340,-0.297113537881001,0.635608979852888,NA,unknown protein,Unknown,Unknown,sll7090
slr0510,2,slr1340,-0.277612267780285,0.351563875596612,NA,hypothetical protein,Hypothetical,Hypoth,slr0510
slr1963,2,slr1340,-0.262334587803449,0.568931455425549,Adaptations and atypical conditions,Orange carotenoid-binding protein,Other categories,Other,slr1963
slr1495,2,slr1340,-0.257400850301402,0.386333066268317,NA,hypothetical protein,Hypothetical,Hypoth,slr1495
sll1258,2,slr1340,-0.257160736181165,0.512915429345823,Pyrimidine ribonucleotide biosynthesis,dCTP deaminase,"Purines, pyrimidines, nucleosides, and nucleotides",Nucleot,sll1258
sll1308,2,slr1340,-0.255224180829873,0.548732504272607,Other,probable oxidoreductase,Other categories,Other,sll1308
slr7091,2,slr1340,-0.24916950153358,NA,NA,hypothetical protein,Hypothetical,Hypoth,slr7091
sll1531,2,slr1340,-0.247750799422372,0.264213906774471,NA,unknown protein,Unknown,Unknown,sll1531
sll1510,2,slr1340,-0.238451497992644,NA,NA,unknown protein,Unknown,Unknown,sll1510
slr7049,2,slr1340,-0.232485637348452,NA,Transposon-related functions,resolvase,Other categories,Other,slr7049
sll0543,2,slr1340,-0.228442736353933,0.567225354731534,NA,hypothetical protein,Hypothetical,Hypoth,sll0543
slr7092,2,slr1340,-0.223574216965558,NA,Other,CRISPR-associated endonuclease Cas1,Other categories,Other,cas1 slr7092
slr0689,2,slr1340,-0.220354490065841,0.239224815662084,NA,hypothetical protein,Hypothetical,Hypoth,slr0689
slr6058,2,slr1340,-0.219370458926777,NA,NA,hypothetical protein,Hypothetical,Hypoth,slr6058
slr8038,2,slr1340,-0.218303495999799,0.24126760777315,WD repeat proteins,WD-repeat protein,Other categories,Other,slr8038
sll5026,2,slr1340,-0.21747947147978,0.351563875596612,NA,hypothetical protein,Hypothetical,Hypoth,sll5026
sll1716,2,slr1340,-0.204143052738888,NA,Transposon-related functions,putative transposase [ISY523a: 967549 - 968419],Other categories,Other,sll1716
slr8044,2,slr1340,-0.202724980682331,NA,NA,unknown protein,Unknown,Unknown,slr8044
sll1623,2,slr1340,-0.201932146089036,0.469913916677327,NA,ABC transporter ATP-binding protein,Transport and binding proteins,Transport,sll1623
ssl3580,2,slr1340,-0.195788431172314,0.394380868377737,Hydrogenase,putative hydrogenase expression/formation protein HypC,Other categories,Other,hypC ssl3580
slr7096,2,slr1340,-0.18258156480134,NA,NA,hypothetical protein,Hypothetical,Hypoth,slr7096
sll5057,2,slr1340,-0.177146171589277,NA,Other,probable glycosyltransferase,Other categories,Other,sll5057
slr1077,2,slr1340,-0.172760659738634,0.635608979852888,Other,probable glycosyltransferase,Other categories,Other,slr1077
sll8020,2,slr1340,-0.165632744427021,NA,NA,hypothetical protein,Hypothetical,Hypoth,sll8020
slr6045,2,slr1340,-0.165189360951371,NA,NA,unknown protein,Unknown,Unknown,slr6045
sll7069,2,slr1340,-0.143810798281107,NA,NA,hypothetical protein,Hypothetical,Hypoth,sll7069
sll8048,2,slr1340,-0.140521554935165,0.613034408627374,NA,hypothetical protein,Hypothetical,Hypoth,sll8048
slr6090,2,slr1340,-0.123311773902519,0.567595692137712,NA,unknown protein,Unknown,Unknown,slr6090
sll7055,2,slr1340,-0.123212618118852,NA,NA,unknown protein,Unknown,Unknown,sll7055
slr7016,2,slr1340,-0.118905553061731,NA,Other,CRISPR-associated endonuclease Cas1,Other categories,Other,cas1 slr7016
sll7027,2,slr1340,-0.094623778549329,NA,NA,unknown protein,Unknown,Unknown,sll7027
sll0448,2,slr1340,-0.083411774416058,NA,NA,unknown protein,Unknown,Unknown,sll0448
slr1916,2,slr1340,-0.074426026203817,0.788142903423301,Other,probable esterase,Other categories,Other,slr1916
ssl5129,2,slr1340,-0.057606435379793,NA,NA,hypothetical protein,Hypothetical,Hypoth,ssl5129
slr8022,2,slr1340,-0.0544449653068,NA,NA,hypothetical protein,Hypothetical,Hypoth,slr8022
sll1634,2,slr1340,-0.049786288504523,0.895832045667504,NA,hypothetical protein,Hypothetical,Hypoth,sll1634
slr7099,2,slr1340,-0.046740584096262,NA,NA,unknown protein,Unknown,Unknown,slr7099
slr0914,2,slr1340,-0.039363615153754,0.906232647249279,NA,unknown protein,Unknown,Unknown,slr0914
slr0913,2,slr1340,-0.038693774845752,0.926579026433584,NA,unknown protein,Unknown,Unknown,slr0913
sll5049,2,slr1340,-0.031046676544061,0.905111518885808,NA,"polysaccharide transmembrane transporter Wzx, flippase",Transport and binding proteins,Transport,sll5049
sll7050,2,slr1340,-0.026057166111868,NA,NA,unknown protein,Unknown,Unknown,sll7050
slr0286,2,slr1340,-0.022288318663464,NA,NA,protein involved in functional assembly of photosystem II,Unknown,Unknown,slr0286
ssl3177,2,slr1340,-0.011858197043899,0.976652338439403,NA,hypothetical protein,Hypothetical,Hypoth,ssl3177
slr1552,2,slr1340,-0.010695508374569,0.979584256502811,NA,unknown protein,Unknown,Unknown,slr1552
slr0554,2,slr1340,-0.010563051587158,0.976652338439403,NA,hypothetical protein,Hypothetical,Hypoth,slr0554
sll1969,2,slr1340,0.004653411093738,0.991042909418427,NA,ppnK NAD+ kinase,"Fatty acid, phospholipid and sterol metabolism",FattyAcids,ppnK sll1969
sll1532,2,slr1340,0.00931369301027,0.977931159996687,NA,hypothetical protein,Hypothetical,Hypoth,sll1532
slr7100,2,slr1340,0.029897460550261,NA,NA,unknown protein,Unknown,Unknown,slr7100
slr0023,2,slr1340,0.034410345198278,0.920247001456344,NA,unknown protein,Unknown,Unknown,slr0023
slr0636,2,slr1340,0.056716468551214,NA,"Cobalamin, heme, phycobilin and porphyrin",probable cobalamin [5&#x27;-phosphate] synthase,"Biosynthesis of cofactors, prosthetic groups, and carriers",Cofactors,cobS slr0636
sll0922,2,slr1340,0.083781181212316,NA,NA,unknown protein,Unknown,Unknown,sll0922
ndhK2,2,slr1340,0.083876060219129,NA,NA,NA,NA,NA,NA
slr7095,2,slr1340,0.093368139545176,NA,NA,hypothetical protein,Hypothetical,Hypoth,slr7095
sll8032,2,slr1340,0.094460135774064,NA,NA,hypothetical protein,Hypothetical,Hypoth,sll8032
ssl7045,2,slr1340,0.098860030980275,NA,NA,unknown protein,Unknown,Unknown,ssl7045
slr6107,2,slr1340,0.107098191640821,NA,NA,hypothetical protein,Hypothetical,Hypoth,slr6107
slr7102,2,slr1340,0.109103775075737,NA,NA,hypothetical protein,Hypothetical,Hypoth,slr7102
sll8034,2,slr1340,0.123425547293513,NA,Other,2-nitropropane dioxygenase,Other categories,Other,sll8034
ssr5121,2,slr1340,0.126295194530294,NA,NA,hypothetical protein,Hypothetical,Hypoth,ssr5121
sll8017,2,slr1340,0.130698872023988,0.631037144966566,NA,unknown protein,Unknown,Unknown,sll8017
ssl2982,2,slr1340,0.137468282190015,0.471237712819827,"RNA synthesis, modification, and DNA transcription",DNA-directed RNA polymerase omega subunit rpoZ,Transcription,Transcript,rpoZ ssl2982
sll8019,2,slr1340,0.144926892639684,NA,NA,hypothetical protein,Hypothetical,Hypoth,sll8019
ssr6002,2,slr1340,0.149666237100459,NA,NA,unknown protein,Unknown,Unknown,ssr6002
sll5090,2,slr1340,0.174468510137146,NA,NA,unknown protein,Unknown,Unknown,sll5090
slr6063,2,slr1340,0.179247351643694,NA,NA,unknown protein,Unknown,Unknown,slr6063
sll7044,2,slr1340,0.20026505453739,0.392855392143621,Other,plasmid partition protein ParA homolog,Other categories,Other,sll7044
ssl5039,2,slr1340,0.207698312182696,NA,NA,unknown protein,Unknown,Unknown,ssl5039
sll8035,2,slr1340,0.226455008412277,NA,NA,hypothetical protein,Hypothetical,Hypoth,sll8035
ssr5092,2,slr1340,0.259350906498609,NA,NA,hypothetical protein,Hypothetical,Hypoth,ssr5092
sll5089,2,slr1340,0.271816931460694,NA,NA,unknown protein,Unknown,Unknown,sll5089
ssr7017,2,slr1340,0.316969482648299,NA,Other,CRISPR-associated endoribonuclease Cas2 1,NA,NA,NA
sll8040,2,slr1340,0.422551074271777,NA,NA,unknown protein,Unknown,Unknown,sll8040
sll7087,2,slr1340,0.453786168307009,NA,NA,unknown protein,Unknown,Unknown,sll7087
sll5006,2,slr1340,0.458904784190032,NA,NA,unknown protein,Unknown,Unknown,sll5006
sll7085,2,slr1340,0.545911777837063,NA,NA,unknown protein,Unknown,Unknown,sll7085
sll7086,2,slr1340,0.634015053189753,NA,NA,unknown protein,Unknown,Unknown,sll7086
slr1916,2,slr1916,-5.37043401051723,1.54667957030204e-160,Other,probable esterase,Other categories,Other,slr1916
slr5085,2,slr1916,-3.4115604831532,0.040407747861353,NA,unknown protein,Unknown,Unknown,slr5085
slr0750,2,slr1916,-3.111153059661,8.2870210928958e-5,"Cobalamin, heme, phycobilin and porphyrin",light-independent protochlorophyllide reductase subunit ChlN,"Biosynthesis of cofactors, prosthetic groups, and carriers",Cofactors,chlN slr0750
sll1851,2,slr1916,-2.96747025388388,0.042815241113958,NA,unknown protein,Unknown,Unknown,sll1851
slr7091,2,slr1916,-2.10148263501222,9.29222520346e-4,NA,hypothetical protein,Hypothetical,Hypoth,slr7091
slr0749,2,slr1916,-1.94509520552501,0.007216651313854,"Cobalamin, heme, phycobilin and porphyrin",light-independent protochlorophyllide reductase iron protein subunit ChlL,"Biosynthesis of cofactors, prosthetic groups, and carriers",Cofactors,chlL frxC slr0749
