,reaction_id,reaction_name,reaction_reaction,genes,EC_number,groups,kegg_reaction,metanetx_reaction,seed_reaction
1186,IPPS,2-isopropylmalate synthase,3mob_c + accoa_c + h2o_c --> 3c3hmp_c + coa_c + h_c,"H16_B0081, H16_A1041",2.3.3.13,"Valine, Leucine, and Isoleucine Metabolism",R01213,MNXR100879,rxn00902
1187,NTPPD9,2-nitropropane dioxygenase,3h2napth_c + o2_c --> cmcdopp_c + h_c,"H16_B1109, H16_B1836, H16_A0633, H16_B0223, H16_B1420, H16_B0757",,Naphthalene and Anthracene degradation,,,
1188,ASP4DC,Aspartate 4-decarboxylase,asp__L_c + h_c --> ala__L_c + co2_c,H16_A3009,4.1.1.12,Alanine and Aspartate Metabolism,R00397,MNXR96078,rxn00279
1189,DAGK,Diacylglycerol kinase,12dgr_TB_c + atp_c --> adp_c + pa_c,H16_A1027,,Glycerophospholipid Metabolism,,,
1190,PPPNt2r,"3-phenylpropionate transport via proton symport, reversible",h_e + pppn_e <=> h_c + pppn_c,,,Putative Transporters,,MNXR103135,"['rxn09182', 'rxn10133']"
1191,IMLTAP,ATPase (isomaltose),HC00229_e + atp_c + h2o_c --> HC00229_c + adp_c + h_c + pi_c,"H16_B1613, H16_B0538, H16_A3646, H16_A2683",,"Transport, Outer Membrane",,,
1192,UAPGR,UDP-N-acetylenolpyruvoylglucosamine reductase,h_c + nadph_c + uaccg_c --> nadp_c + uamr_c,H16_A3061,1.3.1.98,Aminosugars metabolism,R03192,MNXR141027,rxn02285
1193,FPGLUS1,Folylpolyglutamate synthase,atp_c + dhpt_c + glu__L_c --> adp_c + dhf_c + h_c + pi_c,H16_A2610,,Folate Biosynthesis,,,
1194,DMPPS,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (dmpp),h_c + hmb4pp_c + nadh_c --> dmpp_c + h2o_c + nad_c,"H16_B2169, H16_A3031",1.17.1.2,Biosynthesis of steroids,,MNXR97524,rxn08352
1195,FPGLUS2,Folylpolyglutamate synthase,atp_c + glu__L_c + thf_c <=> adp_c + h_c + pi_c + thfglu_c,H16_A2610,,Folate Biosynthesis,,,
1196,GTPDPK,GTP diphosphokinase,atp_c + gtp_c --> amp_c + gdptp_c + 2.0 h_c,"H16_A0955, H16_A1337",2.7.6.5,Purine metabolism,R00429,MNXR100457,rxn00303
1197,IGPDH,Imidazoleglycerol-phosphate dehydratase,eig3p_c --> h2o_c + imacp_c,H16_A3414,4.2.1.19,Histidine Metabolism,R03457,MNXR100813,rxn02473
1198,PRAZCFT,Phosphoribosylamino imidazolecarboxamide formyltransferase,10fthf_c + aicar_c <=> fprica_c + thf_c,H16_A0501,,Purine metabolism,,,
1199,BIPHED2,"2,6-Dioxo-6-phenylhexa-3-enoate benzoylhydrolase",h2o_c + hochphhd_c --> 4chbenz_c + h_c + op4en_c,H16_B0600,,Biphenyl degradation,,,
1200,PRASUCS,Phosphoribosylamino imidazolesuccinocarboxamide synthase,asp__L_c + atp_c + cair_c --> adp_c + h_c + pi_c + saicar_c,H16_A0569,,Purine metabolism,,,
1201,BIPHED1,"2,6-Dioxo-6-phenylhexa-3-enoate benzoylhydrolase",h2o_c + hophd_c --> bz_c + h_c + op4en_c,H16_B0600,,Biphenyl degradation,,,
1202,PSUDS,Pseudouridylate synthase,r5p_c + ura_c <=> h2o_c + puri5p_c,H16_A3057,,Pyrimidine metabolism,,MNXR103310,
1203,CITL,Citrate lyase,cit_c --> ac_c + oaa_c,"H16_B2113, H16_B0353, H16_A2635, H16_B0680",4.1.3.6,Citric Acid Cycle,R00362,MNXR96731,rxn00265
1204,BZOTD1p,"Benzoate 1,2-dioxygenase",bz_c + h_c + nadph_c + o2_c --> 16dh24checc_c + nadp_c,"H16_A1963, H16_A1961, H16_A1962",,Benzoate degradation via CoA ligation,,,
1205,MSDHA,Malonate-semialdehyde dehydrogenase (acetylating),coa_c + msa_c + nad_c --> accoa_c + co2_c + nadh_c,"H16_B1191, H16_A0273, H16_A3664",,Inositol metabolism,,,
1206,CYNTt2,Cyanate transport via proton symport,cynt_e + h_e --> cynt_c + h_c,,,Putative Transporters,,MNXR96962,"['rxn08278', 'rxn10132']"
1207,ACOADG,Acyl-CoA dehydrogenase,adipcoa_c + fad_c + h_c --> carpcoa_c + fadh2_c,H16_B2555,,Carprolactam degradation,,,
1208,4CBMCLC,4-carboxymuconolactone decarboxylase,gcarmclc_c + h_c <=> 2odhfac_c + co2_c,"H16_A0535, H16_B2288",,Benzoate degradation via Hydroxylation,,,
1209,FLALDTHR,Fluoroacetaldehyde:L-threonine aldehydetransferase,flald_c + thr__L_c <=> 4flthr_c + acald_c,,,Fluorobenzoate degradation,,,
1210,PGAMT,Phosphoglucosamine mutase,gam1p_c <=> gam6p_c,H16_A2445,5.4.2.10,Aminosugars metabolism,R02060,MNXR102526,rxn01485
1211,SULabc,Sulfate transport via ABC system,atp_c + h2o_c + so4_e --> adp_c + h_c + pi_c + so4_c,H16_A2237,3.6.3.25,"Transport, Extracellular",,MNXR104655,"['rxn05153', 'rxn09276']"
1212,CSNt2,Cytosine transport in via proton symport,csn_e + h_e --> csn_c + h_c,,,"Transport, Extracellular",,MNXR96929,"['rxn05527', 'rxn08266']"
1213,PPBNGS,Porphobilinogen synthase,2.0 5aop_c --> 2.0 h2o_c + h_c + pbng_c,H16_A3453,4.2.1.24,Porphyrin and Chlorophyll metabolism,R00036,MNXR103095,rxn00029
1214,SERD_L,L-serine deaminase,ser__L_c --> nh4_c + pyr_c,"H16_A3622, H16_B0554, H16_A0427","['4.3.1.15', '4.3.1.17', '4.3.1.19']","Glycine, Serine and threonine Metabolism","['R00220', 'R00223']",MNXR104339,rxn00165
1215,Protein,Protein biosynthesis,1.211 ala__L_c + 0.456 arg__L_c + 0.369 asn__L_c + 0.369 asp__L_c + 40.0 atp_c + 0.115 cys__L_c + 0.512 gln__L_c + 0.512 glu__L_c + 1.135 gly_c + 0.223 his__L_c + 0.306 ile__L_c + 0.522 leu__L_c + 0.189 lys__L_c + 0.159 met__L_c + 0.43 phe__L_c + 0.997 pro__L_c + 0.421 ser__L_c + 0.764 thr__L_c + 0.008 trp__L_c + 0.222 tyr__L_c + 0.687 val__L_c --> PROTEIN_c + 40.0 adp_c,,,,,,
1216,MACR4,Maleylacetate reductase,2mac_c + h_c + nadh_c --> 3oxoadp_c + nad_c,"H16_B0970, H16_A1786",,Benzoate degradation via Hydroxylation,,,
1217,CS,Citrate synthase,accoa_c + h2o_c + oaa_c --> cit_c + coa_c + h_c,"H16_B0414, H16_A2627, H16_A1229, H16_B2211, H16_B0357","['2.3.3.1', '2.3.3.16', '2.3.3.3']",Citric Acid Cycle,R00351,MNXR96920,rxn00256
1218,PROtr,L-proline reversible transport via proton symport,h_e + pro__L_e <=> h_c + pro__L_c,,,"Transport, Extracellular",,,
1219,MACR1,Maleylacetate reductase,dchrooe_c + h_c + 2.0 nadh_c --> coadip_c + hcl_c + 2.0 nad_c,"H16_B0970, H16_A1786",,gamma-Hexachlorocyclohexane degradation,,,
1220,UROCH,Urocanate hydratase,h2o_c + urocan_c --> 4izp_c + h_c,"H16_A0695, H16_A3017",,Histidine Metabolism,,,
1221,RBFK,Riboflavin kinase,atp_c + ribflav_c --> adp_c + fmn_c + h_c,H16_A3045,2.7.1.26,Rivoflavin metabolism,R00549,MNXR103429,rxn00392
1222,MACR3,Maleylacetate reductase,2chmac_c + nadh_c --> 2mac_c + cl_c + nad_c,"H16_B0970, H16_A1786",,"1,4-Dichlorobenzene degradation",,,
1223,PRAMPC,Phosphoribosyl-AMP cyclohydrolase,h2o_c + prbamp_c --> prfp_c,H16_A3409,3.5.4.19,Histidine Metabolism,R04037,MNXR103154,rxn02835
1224,MACR2,Maleylacetate reductase,2bromoac_c + nadh_c --> 2mac_c + br_c + nad_c,"H16_B0970, H16_A1786",,"1,4-Dichlorobenzene degradation",,,
1225,ARGabc,L-arginine transport via ABC system,arg__L_e + atp_c + h2o_c --> adp_c + arg__L_c + h_c + pi_c,"H16_A2756, H16_A0475, H16_B1478, H16_B1810, H16_A0045, H16_A3308",3.6.3.21,"Transport, Extracellular",,MNXR95952,"['rxn05154', 'rxn08151', 'rxn11236']"
1226,ACDH3,Acyl dehydratase,2o3e_c + h2o_c --> 4h2ohep_c,"H16_A1289, H16_A2151, H16_A3307, H16_A1070, H16_A1069, H16_B0706, H16_B0359",,Tyrosine metabolism,,,
1227,HMB4DPR,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase,h_c + hmb4pp_c + nadh_c --> h2o_c + ipdp_c + nad_c,"H16_B2169, H16_A3031",,Biosynthesis of steroids,,,
1228,ACDH4,Acyl dehydratase,2.0 cn_c + h2_c + hcyst_c --> aagcya_c + h_c + hcys__L_c + tcynt_c,"H16_A1289, H16_A2151, H16_A3307, H16_A1070, H16_A1069, H16_B0706, H16_B0359",,Cyanoamino acid metabolism,,,
1229,ACDH5,Acyl dehydratase,6hcecoa_c + h2o_c --> 26dhccoa_c,"H16_A1289, H16_A2151, H16_A3307, H16_A1070, H16_A1069, H16_B0706, H16_B0359",,Benzoate degradation via CoA ligation,,,
1230,AMPN,AMP nucleosidase,amp_c + h2o_c --> ade_c + r5p_c,H16_B0070,3.2.2.4,Purine metabolism,,MNXR95827,
1231,ACDH6,Acyl dehydratase,6checoa_c + h2o_c --> hpimcoa_c,"H16_A1289, H16_A2151, H16_A3307, H16_A1070, H16_A1069, H16_B0706, H16_B0359",,Benzoate degradation via CoA ligation,,,
1232,ACDH7,Acyl dehydratase,4c2hmucsah_c + h2o_c --> 4c4h2oadip_c,"H16_A1289, H16_A2151, H16_A3307, H16_A1070, H16_A1069, H16_B0706, H16_B0359",,Benzoate degradation via Hydroxylation,,,
1233,4ETHPMH,4-ethylphenol methylenehydroxylase,4ethp_c + h_c + nadph_c + o2_c --> 14hpeth_c + h2o_c + nadp_c,"H16_B2135, H16_B0495, H16_B1480, H16_A1145",,Bisphenol A degradation,,,
1234,SADT,Sulfate adenylyltransferase,atp_c + so4_c --> aps_c + ppi_c,"H16_B0627, H16_A2995, H16_B0626, H16_A2996",2.7.7.4,Purine metabolism,R00529,MNXR104240,rxn00379
1235,ACDH8,Acyl dehydratase,4c2o4pent_c + h2o_c --> ppyr_c,"H16_A1289, H16_A2151, H16_A3307, H16_A1070, H16_A1069, H16_B0706, H16_B0359",,Benzoate degradation via Hydroxylation,,,
1236,SADT2,Sulfate adenyltransferase,atp_c + sel_c <=> adsel_c + h_c + ppi_c,"H16_A2995, H16_B0627, H16_A2996",2.7.7.4,Cysteine Metabolism,,MNXR104241,"['rxn09240', 'rxn11356']"
1237,DNTPPA,Dihydroneopterin triphosphate pyrophosphatase,ahdt_c + h2o_c --> dhpmp_c + 2.0 h_c + ppi_c,"H16_B0187, H16_B1571, H16_A1282, H16_A1904, H16_A3646, H16_A0711, H16_B2032, H16_A2943, H16_A3250, H16_A2322, H16_A2683, H16_B2575, H16_A0728, H16_B1613, H16_B0538, H16_A2711, H16_A1118, H16_A0260, H16_A3452, H16_A3617, H16_B2325, H16_A0917, H16_B0193, H16_A0983",3.6.1.67,Folate Biosynthesis,R04638,MNXR97680,rxn03173
1238,HPPH,Hippurate hydrolase,bz_c + gly_c --> h2o_c + hppr_c,"H16_A0073, H16_B0605, H16_B1473, H16_A3299",,Phenylalanine metabolism,,,
1239,TYRTRS,Tyrosyl-tRNA synthetase,atp_c + trnatyr_c + tyr__L_c --> amp_c + h_c + ppi_c + tyrtrna_c,H16_A0490,6.1.1.1,Aminoacyl-tRNA Biosynthesis,R02918,MNXR105001,rxn06280
1240,CATL,Catalase,2.0 3han_c + 2.0 o2_c --> cvn_c + h2_c + 2.0 h2o2_c,"H16_A2777, H16_A3109, H16_B1428",,Tryptophan metabolism,,,
1241,FTHFD,Formyltetrahydrofolate deformylase,10fthf_c + h2o_c --> for_c + h_c + thf_c,"H16_B1956, H16_A2505",3.5.1.10,Folate Metabolism,R00944,MNXR99669,
1242,ADSL1r,Adenylsuccinate lyase,saicar_c <=> aicar_c + fum_c + h_c,H16_A3124,4.3.2.2,Purine metabolism,R01083,MNXR95493,rxn00800
1243,ADSUCL1,Adenylsuccinate lyase,dcamp_c <=> amp_c + fum_c,H16_A3124,,Purine metabolism,,,
1244,PMANM,Phosphomannomutase,man1p_c <=> man6p_c,"H16_A2445, H16_A2885, H16_A1847",5.4.2.8,Fructose and Mannose metabolism,R01818,MNXR101729,rxn01329
1245,AGDC,N-acetylglucosamine-6-phosphate deacetylase,acgam6p_c + h2o_c --> ac_c + gam6p_c,H16_A0314,3.5.1.25,Aminosugars metabolism,R02059,MNXR95528,rxn01484
1246,CITt,Citrate transport,cit_e + h_e <=> cit_c + h_c,,,"Transport, Extracellular",,,
1247,HBDH,Hydroxybutyratedimer hydrolase,h2o_c + r3rhbb_c <=> 2.0 bhb_c + h_c,H16_A2251,,Butanoate metabolism,,,
1248,ENO,Enolase,2pg_c + h_c <=> h2o_c + pep_c,H16_A1188,4.2.1.11,Glycolysis/Gluconeogenesis,R00658,MNXR97932,rxn00459
1249,ALAAPT,Alanyl aminopeptidase,cysgly_c + h2o_c --> cys__L_c + gly_c,H16_A1000,,Glutathione Metabolism,,,
1250,AACOAS,Acetoacetyl-CoA synthetase,acac_c + atp_c + coa_c --> aacoa_c + amp_c + h_c + ppi_c,H16_A2860,,Butanoate metabolism,,,
1251,ALDD2x,"Aldehyde dehydrogenase (acetaldehyde, NAD)",acald_c + h2o_c + nadp_c --> ac_c + 2.0 h_c + nadph_c,"H16_A0745, H16_B0737, H16_B1751, H16_B0833, H16_A1495, H16_B0421, H16_B1835, H16_B1534, H16_B2444, H16_B1735, H16_A1114, H16_B0212, H16_A0232, H16_B1960","['1.2.1.3', '1.2.1.5']",Pyruvate Metabolism,R00710,MNXR95749,rxn00506
1252,AACOAR,Acetoacetyl-CoA reductase,nadp_c + r3hbcoa_c <=> aacoa_c + h_c + nadph_c,"H16_A2171, H16_A1439, H16_A2002",,Butanoate metabolism,,,
1253,BZOTCOA,Benzoate-CoA ligase,atp_c + bz_c + coa_c --> amp_c + benzcoa_c + h_c + ppi_c,"H16_A1412, H16_B1918",,Benzoate degradation via CoA ligation,,,
1254,CYSS,Cysteine synthase,acser_c + h2s_c --> ac_c + cys__L_c,"H16_B2378, H16_A1903, H16_A0807","['2.5.1.47', '2.5.1.65']",Cysteine Metabolism,R00897,MNXR97007,rxn00649
1255,MALS,Malate synthase,accoa_c + glx_c + h2o_c --> coa_c + h_c + mal__L_c,H16_A2217,2.3.3.9,Anaplerotic Reactions,R00472,MNXR101347,rxn00330
1256,CYSST4,Cysteine synthase,acser_c + seld_c --> ac_c + selcys_c,H16_A0807,,Selenoamino acid metabolism,,,
1257,PRMIIZCI,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)-methylideneamino) imidazole-4-carboxamide isomerase,prfp_c <=> prlp_c,H16_A3411,,Histidine Metabolism,,,
1258,TAGL1_Nlimit,Triacylglycerol lipase,12dgr_TB_c + h2o_c --> agl_c + 0.002 c120_c + 0.001 c141_c + 0.028 c150_c + 0.01 c151_c + 0.255 c160_c + 0.06 c161_c + 0.105 c170_c + 0.105 c181_c + 0.012 c190_c + 0.008 octadecacid_c + 0.414 tetdecacid_c,H16_A1322,,Glycerolipid Metabolism,,,
1259,ACDH2,Acyl dehydratase,2hhpdd_c + h2o_c --> 4h2ohep_c,"H16_A1289, H16_A2151, H16_A3307, H16_A1070, H16_A1069, H16_B0706, H16_B0359",,Tyrosine metabolism,,,
1260,ACDH1,Acyl dehydratase,gl1coa_c + h2o_c <=> hgcoa_c,"H16_A1289, H16_A2151, H16_A3307, H16_A1070, H16_A1069, H16_B0706, H16_B0359",,Butanoate metabolism,,,
1261,PPCOAT,Propionyl-CoA ACP transacylase,ACP_c + ppcoa_c <=> coa_c + ppacp_c,,,Fatty acid biosynthesis,,,
1262,IPPMD,3-isopropylmalate dehydrogenase,e3mmal_c + nad_c --> 2obut_c + co2_c + nadh_c,"H16_A2619, H16_A2133",,"Valine, Leucine and Isoleucine Biosynthesis",,,
1263,GTPCII,GTP cyclohydrolase II,gtp_c + 3.0 h2o_c --> 25drapp_c + for_c + 3.0 h_c + ppi_c,H16_B1576,,Rivoflavin metabolism,,MNXR100454,
1264,U23GAAT,UDP-3-O-(3-hydroxymyristoyl)glucosamine acyltransferase,3hmrsACP_c + u3hga_c --> ACP_c + h_c + u23ga_c,H16_A2045,2.3.1.191,Lipopolysaccharide Biosynthesis,R04550,MNXR105007,rxn06723
1265,DLDHD,D-lactate dehydrogenase,lac__D_c + nad_c <=> h_c + nadh_c + pyr_c,"H16_A1681, H16_A1682",,Pyruvate Metabolism,,,
1266,NNDPR,Nicotinate-nucleotide diphosphorylase (carboxylating),h_c + prpp_c + quln_c <=> co2_c + nicrnt_c + ppi_c,"H16_B0560, H16_A3037",2.4.2.19,Nicotinate and Nicotinamide metabolism,R03348,MNXR101980,rxn02402
1267,PHETA2,Phenylalanine transaminase,akg_c + phe__L_c <=> glu__L_c + phpyr_c,"H16_A1151, H16_B1081",,"Phenylalanine, Tyrosine and Tryptophan biosynthesis",,,
1268,PHETA1,Phenylalanine transaminase,akg_c + phe__L_c <=> glu__L_c + ph_c,,"['2.6.1.1', '2.6.1.5', '2.6.1.57', '2.6.1.9']","Phenylalanine, Tyrosine and Tryptophan biosynthesis",R00694,MNXR126234,rxn00493
1269,GLUDy,Glutamate dehydrogenase (NADP),glu__L_c + h2o_c + nadp_c <=> akg_c + h_c + nadph_c + nh4_c,"H16_B1945, H16_A0471","['1.4.1.13', '1.4.1.3', '1.4.1.4']",Glutamate metabolism,R00248,MNXR100086,rxn00184
1270,GDH1,Glutamate dehydrogenase (NAD),glu__L_c + h2o_c + nad_c <=> akg_c + h_c + nadh_c + nh4_c,"H16_A1356, H16_A0471","['1.4.1.2', '1.4.1.3', '1.4.1.4']",Glutamate metabolism,R00243,MNXR100085,rxn00182
1271,HISTP,Histidinol-phosphatase,h2o_c + hisp_c --> histd_c + pi_c,,3.1.3.15,Histidine Metabolism,R03013,MNXR100642,rxn02160
1272,CHLabc,Choline transport via ABC system,atp_c + choline_e + h2o_c --> adp_c + choline_c + h_c + pi_c,,,Putative Transporters,,MNXR96691,"['rxn05159', 'rxn08212']"
1273,BHMT,Betaine-homocysteine S-methyltransferase,glyb_c + hcys__L_c --> dmgly_c + met__L_c,H16_A0150,2.1.1.5,"Glycine, Serine and threonine Metabolism",R02821,MNXR96250,rxn02028
1274,FORt,Formate transport via diffusion,for_e <=> for_c,,,"Transport, Extracellular",,MNXR99620,"['rxn08525', 'rxn08526', 'rxn09682', 'rxn09754']"
1275,KNt,L-Kynurenine transport,h_e + kn_e --> h_c + kn_c,,,"Transport, Extracellular",,,
1276,HISTRS,Histidyl-tRNA synthetase,atp_c + his__L_c + trnahis_c --> amp_c + h_c + histrna_c + ppi_c,H16_A2363,6.1.1.21,Aminoacyl-tRNA Biosynthesis,R03655,MNXR100643,rxn06439
1277,DGK1,Deoxyguanylate kinase (dGMP:ATP),atp_c + dgmp_c + h_c <=> adp_c + dgdp_c,H16_A0953,"['2.7.4.12', '2.7.4.13', '2.7.4.8']",Purine metabolism,R02090,MNXR97320,rxn01509
1278,PPLCc,Phospholipase C,h2o_c + pc_c --> 12dgr_TB_c + cholp_c,"H16_B1166, H16_A2724, H16_B0534, H16_B1067",,Glycerophospholipid Metabolism,,,
1279,ACOTA,Acetylornithine transaminase,acorn_c + akg_c <=> acg5sa_c + glu__L_c,H16_A3025,2.6.1.11,Urea Cycle and Metabolism of amino groups,R02283,MNXR95388,rxn01637
1280,PPLCg,Phospholipase C,h2o_c + pg_c --> 12dgr_TB_c + glyc3p_c,"H16_B1166, H16_A2724, H16_B0534, H16_B1067",,Glycerophospholipid Metabolism,,,
1281,ALHD10,Aldehyde dehydrogenase (NAD+),h2o_c + n4aab_c + nad_c --> 4aabut_c + 2.0 h_c + nadh_c,"H16_A0745, H16_B0737, H16_B1751, H16_B0833, H16_A1495, H16_B0421, H16_B2444, H16_B1534, H16_B1835, H16_B1735, H16_A1114, H16_B0212, H16_A0232, H16_B1960",,Urea Cycle and Metabolism of amino groups,,,
1282,LYSt,L-Lysine transport,h_e + lys__L_c --> h_c + lys__L_e,,,"Transport, Extracellular",,,
1283,TYRtr,L-tyrosine reversible transport via proton symport,h_e + tyr__L_e <=> h_c + tyr__L_c,,,"Transport, Extracellular",,,
1284,PPLCe,Phospholipase C,h2o_c + pe_cho_c --> 12dgr_TB_c + ethap_c,"H16_B1166, H16_A2724, H16_B0534, H16_B1067",,Glycerophospholipid Metabolism,,,
1285,CDS,Phosphatidate cytidylyltransferase,ctp_c + pa_c --> cdpdag_MRSA_c + ppi_c,H16_A2088,,Glycerophospholipid Metabolism,,MNXR96563,
1286,ALHD13,Aldehyde dehydrogenase (NAD+),3chroald_c + h2o_c --> h2_c + h_c + t3chc_c,"H16_A0745, H16_B0737, H16_B1751, H16_B0833, H16_A1495, H16_A0232, H16_B0421, H16_B1835, H16_B2444, H16_B1735, H16_B1534, H16_B0212, H16_A1114, H16_B1960",,3-Chloroacrylic acid degradation,,,
1287,ALHD14,Aldehyde dehydrogenase (NAD+),c3chroald_c + h2o_c --> c3chroc_c + h2_c + h_c,"H16_A0745, H16_B0737, H16_B1751, H16_B0833, H16_A1495, H16_B2444, H16_B1835, H16_B1534, H16_B1735, H16_B0421, H16_A1114, H16_B0212, H16_A0232, H16_B1960",,3-Chloroacrylic acid degradation,,,
1288,GTHPe,Glutathione peroxidase,2.0 gthrd_c + h2o2_c <=> gthox_c + 2.0 h2o_c,H16_A0065,1.11.1.9,Glutathione Metabolism,R00274,MNXR100446,rxn00205
1289,PHACA,Phenylacetate 2-hydroxylase,h_c + nadh_c + o2_c + pac_c --> 2hyoxplac_c + h2o_c + nad_c,,,Styrene degradation,,,
1290,ALHD11,Aldehyde dehydrogenase (NAD+),4abutn_c + h2o_c + nadp_c --> 4abut_c + 2.0 h_c + nadph_c,"H16_A0745, H16_B0737, H16_B1751, H16_B0833, H16_A1495, H16_B2444, H16_B0421, H16_B1534, H16_B1835, H16_B1735, H16_A1114, H16_B0212, H16_A0232, H16_B1960",,Urea Cycle and Metabolism of amino groups,,,
1291,ALHD12,Aldehyde dehydrogenase (NAD+),bapa_c + h2o_c + nad_c --> ala_B_c + 2.0 h_c + nadh_c,"H16_A0745, H16_B0737, H16_B1751, H16_B0833, H16_A1495, H16_A0232, H16_B0421, H16_B1835, H16_B2444, H16_B1534, H16_B1735, H16_B0212, H16_A1114, H16_B1960",,Ubiquinone Biosynthesis,,,
1292,VALtr,L-valine reversible transport via proton symport,h_e + val__L_e <=> h_c + val__L_c,,,"Transport, Extracellular",,,
1293,ALHD15,Aldehyde dehydrogenase (NAD+),chacald_c + h2o_c + nad_c --> chac_c + 2.0 h_c + nadh_c,"H16_A0745, H16_B0737, H16_B1751, H16_B0833, H16_A1495, H16_A0232, H16_B2444, H16_B1835, H16_B1534, H16_B1735, H16_B0421, H16_B0212, H16_A1114, H16_B1960",,"1,2-Dichloroethane degradation",,,
1294,ALHD16,Aldehyde dehydrogenase (NAD+),2p1a_c + h2o_c + nad_c --> 2.0 h_c + nadh_c + ppn_c,"H16_A0745, H16_B0737, H16_B1751, H16_B0833, H16_A1495, H16_A0232, H16_B2444, H16_B1835, H16_B1534, H16_B0421, H16_B1735, H16_B0212, H16_A1114, H16_B1960",,Propanoate metabolism,,,
1295,PSCIT,3-phosphoshikimate 1-carboxyvinyltransferase,pep_c + skm5p_c <=> 3psme_c + h_c + pi_c,H16_A0795,2.5.1.19,"Phenylalanine, Tyrosine and Tryptophan biosynthesis",R03460,MNXR103226,rxn02476
1296,AC4HB,"Acetyl-CoA: 4-hydroxybutanoate CoA transferase (two-step reaction, unclear reaction)",4hbt_c + accoa_c <=> 3btecoa_c + ac_c + h2o_c,,,Butanoate metabolism,,,
1297,DXPS,1-deoxy-D-xylulose 5-phosphate synthase,g3p_c + h_c + pyr_c --> co2_c + dxyl5p_c,H16_A2732,2.2.1.7,Biosynthesis of steroids,R05636,MNXR97831,rxn03909
1298,PGLCED,D-3-phosphoglycerate dehydrogenase,3pg_c + nad_c --> 3php_c + h_c + nadh_c,"H16_A0185, H16_B0466, H16_A3712, H16_B0347, H16_B0841, H16_B0824, H16_B1819",,"Glycine, Serine and threonine Metabolism",,,
1299,OHPHM,2-octaprenyl-6-hydroxyphenol methylase,2ohph_c + amet_c --> 2omph_c + ahcys_c + h_c,"H16_A0787, H16_A1649",2.1.1.222,Ubiquinone Biosynthesis,R04988,MNXR102170,rxn03395
1300,PIt2r,Phosphate reversible transport via symport,h_e + pi_e <=> h_c + pi_c,,,"Transport, Extracellular",,MNXR102872,"['rxn05312', 'rxn09120', 'rxn09723', 'rxn09811', 'rxn09833', 'rxn09872']"
1301,NADTRHD,NAD transhydrogenase,nad_c + nadph_c --> nadh_c + nadp_c,,"['1.6.1.1', '1.6.1.2', '1.6.1.3']",Oxidative Phosphorylation,R00112,MNXR101898,rxn00083
1302,CNITRT,Cytochrome cd1 nitrite reductase (NirS),fadh2_c + h_c + no2_c --> fad_c + h2o_c + no_c,H16_B2277,,Nitrogen Metabolism,,,
1303,HMR_0629,Phospholipase D,h2o_c + pc_c --> choline_c + pa_c,"H16_B0932, H16_B1107",,Glycerophospholipid Metabolism,,,
1304,DALAT,D-alanine transaminase,ala__D_c + ppeptido_c --> PEPTIDO_c + ala__D_e,H16_A2521,,Peptidoglycan Biosynthesis,,,
1305,IPPMIa,3-isopropylmalate dehydratase,3c2hmp_c <=> 2ippm_c + h2o_c,"H16_B2276, H16_A1549, H16_B0052, H16_A1236, H16_B0051, H16_B2275, H16_A1550, H16_A2620, H16_A2621, H16_A1237",4.2.1.33,"Valine, Leucine, and Isoleucine Metabolism",R04001,MNXR100827,rxn02811
1306,IPMALD2,3-isopropylmalate dehydratase,2ippm_c + h2o_c <=> 3c3hmp_c,"H16_B2276, H16_A1549, H16_B0052, H16_A1236, H16_B0051, H16_B2275, H16_A1550, H16_A2620, H16_A2621, H16_A1237",,"Valine, Leucine, and Isoleucine Metabolism",,,
1307,PPLDe,Phospholipase D,h2o_c + pe_cho_c --> etha_c + pa_c,"H16_B0932, H16_B1107",,Glycerophospholipid Metabolism,,,
1308,AMALT3,Amylomaltase (maltopentaose),maltpt_c + mlt_c --> glc__D_c + malth_c,H16_B1561,2.4.1.25,Starch and sucrose metabolism,,MNXR95802,rxn08128
1309,AMALT4,Amylomaltase (maltohexaose),malth_c + mlt_c --> glc__D_c + malthp_c,H16_B1561,2.4.1.25,Starch and sucrose metabolism,,MNXR95803,rxn08129
1310,AMALT1,Amylomaltase (maltotriose),mlt_c + mlttr_c --> M02451_c + glc__D_c,H16_B1561,2.4.1.25,Starch and sucrose metabolism,,MNXR95800,rxn08126
1311,AOXSr,8-amino-7-oxononanoate synthase,ala__L_c + pmcoa_c <=> 8aonn_c + co2_c + coa_c,H16_A0181,2.3.1.47,Biotin Metabolism,R03210,MNXR95854,rxn02297
1312,AMALT2,Amylomaltase (maltotetraose),M02451_c + mlt_c --> glc__D_c + maltpt_c,H16_B1561,2.4.1.25,Starch and sucrose metabolism,,MNXR95801,rxn08127
1313,4HPHEACt,4-Hydroxyphenylacetate transport,4hphac_e + h_e --> 4hphac_c + h_c,,,"Transport, Extracellular",,,
1314,CYTTS5,Cystathionine gamma-synthase,h2s_c + suchms_c <=> hcys__L_c + succ_c,H16_A2606,,Methionine Metabolism,,,
